City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,levuka,50.1834,-105.4011,71.33,56,75,5.75,CA,1689210377
364,tura,25.5198,90.2201,76.12,94,95,7.05,IN,1689210377
365,zhumysker,49.3333,49.4,65.53,55,100,10.18,KZ,1689210377
366,nogliki,51.8333,143.1667,60.76,64,0,14.09,RU,1689210377
367,xuddur,4.1213,43.8894,70.05,77,79,19.77,SO,1689210377
368,hotan,37.0997,79.9269,77.83,29,0,4.05,CN,1689210378
369,kirakira,-10.4544,161.9205,76.71,91,100,13.76,SB,1689210378
370,stjordalshalsen,63.4681,10.9262,62.6,72,100,11.5,NO,1689210378
371,weno,7.4515,151.8468,83.55,78,87,13.11,FM,1689210378
372,greymouth,-42.4667,171.2,51.03,90,100,8.93,NZ,1689210378
373,yinchuan,38.4681,106.2731,67.05,61,100,10.0,CN,1689210379
374,tame,6.461,-71.73,73.62,89,22,3.49,CO,1689210379
375,an nimas,19.1455,42.1201,70.72,27,100,5.06,SA,1689210379
376,carauari,-4.8828,-66.8958,79.59,72,65,1.19,BR,1689210379
377,stornoway,58.2093,-6.3865,54.09,87,20,2.3,GB,1689210379
378,fale old settlement,-9.3852,-171.2468,83.28,75,64,11.86,TK,1689210380
379,tokar,18.4254,37.729,86.41,53,6,4.0,SD,1689210380
380,abepura,-2.6333,140.5833,88.61,58,40,9.22,ID,1689210380
381,island harbour,50.724,-1.2758,61.93,89,5,1.99,GB,1689210380
382,uturoa,-16.7333,-151.4333,79.74,73,1,18.12,PF,1689210380
383,luena,-11.7833,19.9167,57.38,54,0,9.22,AO,1689210381
384,saudarkrokur,65.7461,-19.6394,41.25,90,90,15.32,IS,1689210130
385,rio grande,-32.035,-52.0986,60.91,92,100,31.43,BR,1689210381
386,new haven,41.4001,-72.9329,81.52,75,0,0.0,US,1689209891
387,tinde,-3.8833,33.2,65.21,64,4,10.67,TZ,1689210381
388,nagqu,31.5,92.0,41.07,93,100,5.61,CN,1689210319
389,saldanha,-33.0117,17.9442,53.65,56,69,9.53,ZA,1689210382
390,saint david's,12.0333,-61.6667,81.84,83,75,13.8,GD,1689210382
391,sao felix do xingu,-6.6447,-51.995,81.1,48,48,0.4,BR,1689210382
392,hasaki,35.7333,140.8333,82.8,78,100,7.56,JP,1689210382
393,wuhai,39.6647,106.8122,71.2,46,100,11.43,CN,1689210285
394,vilyuysk,63.7553,121.6247,62.53,49,100,2.24,RU,1689210382
395,sittwe,20.15,92.9,80.33,88,100,13.85,MM,1689210383
396,gjilan,42.4604,21.4699,66.15,64,0,2.13,XK,1689210383
397,volchikha,52.0333,80.3833,81.5,40,14,1.19,RU,1689210383
398,nova vicosa,-17.8919,-39.3719,71.24,87,0,8.59,BR,1689210383
399,burang,30.25,81.1667,50.05,88,100,3.15,CN,1689210193
400,forster,-32.1667,152.5167,65.37,60,0,4.34,AU,1689210383
401,warrenton,-28.114,24.8475,41.74,49,1,6.11,ZA,1689210383
402,vila franca do campo,37.7167,-25.4333,72.01,93,88,18.77,PT,1689210384
403,piton saint-leu,-21.2196,55.3151,66.31,60,6,9.22,RE,1689210384
404,codrington,-38.2667,141.9667,53.28,67,100,18.5,AU,1689210384
405,tadine,-21.55,167.8833,71.46,53,100,18.68,NC,1689210384
406,fort wellington,6.4,-57.6,77.54,87,12,6.24,GY,1689210253
407,nuuk,64.1835,-51.7216,65.01,63,20,2.3,GL,1689210209
408,murghob,38.1702,73.9667,52.38,30,0,2.75,TJ,1689210385
409,shagonar,51.5333,92.8,65.52,74,95,0.22,RU,1689210385
410,natal,-5.795,-35.2094,75.85,94,20,4.61,BR,1689210247
411,sault ste. marie,46.5168,-84.3333,66.49,64,0,2.3,CA,1689210385
412,zacatlan,19.9333,-97.9667,62.13,94,93,3.89,MX,1689210299
413,kapa'a,22.0752,-159.319,86.32,76,20,9.22,US,1689210385
414,puerto gaitan,4.3133,-72.0816,79.16,76,3,3.27,CO,1689210345
415,oqtosh,39.9214,65.9253,82.4,18,0,3.18,UZ,1689210386
416,merced,37.1666,-120.7516,99.28,16,0,13.49,US,1689210386
417,kalemie,-5.9475,29.1947,73.33,66,1,17.25,CD,1689210386
418,senillosa,-39.0,-68.4167,38.98,86,42,2.44,AR,1689210386
419,turkmenbasy,40.0222,52.9552,70.57,64,0,16.11,TM,1689210386
420,abyek,36.0667,50.55,62.2,69,1,3.29,IR,1689210386
421,penn yan,42.6609,-77.0539,73.15,88,75,3.44,US,1689210387
422,sirohi,24.8833,72.8667,79.65,86,100,9.64,IN,1689210387
423,jamjamal,35.5365,44.8317,89.94,19,0,5.77,IQ,1689210387
424,dubreka,9.7911,-13.5233,78.87,93,94,2.06,GN,1689210387
425,viedma,-40.8135,-62.9967,39.83,89,44,4.45,AR,1689210095
426,patan,27.6667,85.3333,72.0,100,75,2.3,NP,1689210387
427,tumsar,21.3833,79.7333,76.32,94,100,6.29,IN,1689210387
428,baker city,44.7749,-117.8344,84.6,31,0,9.22,US,1689210171
429,yamada,39.4667,141.95,79.65,54,31,10.0,JP,1689210388
430,bria,6.5423,21.9863,69.24,91,100,1.88,CF,1689210388
431,la sarre,48.8002,-79.1996,60.39,62,100,1.61,CA,1689210388
432,cholpon-ata,42.6494,77.0823,62.65,48,0,3.27,KG,1689210388
433,broome,42.2506,-75.833,73.78,92,100,4.61,US,1689210389
434,baoying,33.2292,119.3092,80.85,90,100,4.52,CN,1689210333
435,shihezi,44.3,86.0333,81.81,22,0,2.33,CN,1689210389
436,las khorey,11.1595,48.1967,88.21,55,17,8.55,SO,1689210389
437,chissamba,-12.1667,17.3333,46.42,36,0,4.65,AO,1689210389
438,bubaque,11.2833,-15.8333,80.78,80,100,10.13,GW,1689210390
439,sur,22.5667,59.5289,87.98,58,37,6.82,OM,1689210390
440,karkira,36.9292,6.5856,85.77,38,0,2.26,DZ,1689210390
441,chulakkurgan,43.765,69.1814,79.9,30,0,1.28,KZ,1689210390
442,gopalpur,19.2667,84.9167,83.48,77,100,4.52,IN,1689210390
443,point pedro,9.8167,80.2333,81.48,84,100,19.66,LK,1689210390
444,kalmunai,7.4167,81.8167,78.66,77,42,4.94,LK,1689210391
445,road town,18.4167,-64.6167,82.49,83,40,10.36,VG,1689210391
446,aripuana,-9.1667,-60.6333,80.76,59,90,2.15,BR,1689210391
447,tomatlan,19.9333,-105.25,87.67,61,12,6.31,MX,1689210391
448,labasa,-16.4167,179.3833,76.89,81,87,13.44,FJ,1689210391
449,puyang,29.4603,119.8861,87.21,68,100,4.36,CN,1689210391
450,altinyayla,39.2725,36.751,55.36,76,0,3.78,TR,1689210392
451,puerto madryn,-42.7692,-65.0385,43.23,74,11,12.73,AR,1689210372
452,antsiranana,-12.2787,49.2917,71.1,78,10,13.42,MG,1689210392
453,mugia,43.1041,-9.2179,60.91,81,99,7.0,ES,1689210392
454,walvis bay,-22.9575,14.5053,72.09,26,0,17.27,NA,1689210392
455,tataouine,32.9297,10.4518,73.29,71,0,4.38,TN,1689210392
456,marsa alam,25.0757,34.8918,86.36,54,0,8.3,EG,1689210392
457,lagos,6.5833,3.75,77.32,95,100,3.04,NG,1689210329
458,tarawa,1.419,172.984,86.09,74,40,6.91,KI,1689210393
459,utete,-7.986,38.758,66.16,87,92,2.8,TZ,1689210393
460,strugi-krasnyye,58.2675,29.1114,49.66,70,17,5.3,RU,1689210393
461,tiquipaya,-17.3382,-66.2189,56.12,28,46,0.0,BO,1689210393
462,kampong thom,12.7111,104.8887,86.41,66,21,2.13,KH,1689210393
463,mahibadhoo,3.7833,72.9667,81.97,75,7,7.4,MV,1689210394
464,chibougamau,49.9168,-74.3659,62.22,63,20,2.3,CA,1689210147
465,midoun,33.8081,10.9923,76.86,69,0,10.47,TN,1689210394
466,ulladulla,-35.35,150.4667,64.0,34,19,4.76,AU,1689210394
467,san clemente,33.427,-117.612,98.26,56,0,3.0,US,1689210394
468,trairi,-3.2778,-39.2689,78.22,83,0,10.13,BR,1689210394
469,kaa-khem,51.6833,94.7333,69.08,63,48,7.16,RU,1689210394
470,mokopane,-24.1944,29.0097,44.38,82,0,0.51,ZA,1689210395
471,tamarin,-20.3256,57.3706,67.51,79,2,6.49,MU,1689210395
472,biltine,14.5333,20.9167,82.85,51,83,9.08,TD,1689210395
473,quellon,-43.1167,-73.6167,42.49,84,100,8.63,CL,1689210195
474,rodino,52.5,80.25,81.12,41,2,4.07,RU,1689210395
475,geraldton,-28.7667,114.6,59.41,100,100,5.75,AU,1689210395
476,fortaleza,-3.7227,-38.5247,80.73,78,20,10.36,BR,1689210309
477,togur,58.3631,82.8265,62.42,88,100,3.02,RU,1689210396
478,awjilah,29.1081,21.2869,78.85,32,0,9.15,LY,1689210396
479,el nido,11.1858,119.3956,80.89,82,100,10.56,PH,1689210396
480,cotonou,6.3654,2.4183,76.98,88,40,2.3,BJ,1689210324
481,jaisalmer,26.9147,70.9181,82.42,69,0,18.81,IN,1689210396
482,la malbaie,47.6575,-70.1559,72.14,87,78,4.56,CA,1689210152
483,iwanai,42.9744,140.5089,63.97,97,100,10.27,JP,1689210397
484,aweil,8.7682,27.4002,74.14,80,94,2.71,SS,1689210397
485,makarov,48.6333,142.8,57.67,76,100,17.96,RU,1689210397
486,fomboni,-12.28,43.7425,78.04,72,4,21.92,KM,1689210397
487,mogadishu,2.0371,45.3438,76.96,85,100,18.34,SO,1689210397
488,rouyn-noranda,48.2398,-79.0288,68.09,45,40,2.3,CA,1689210397
489,anupgarh,29.1911,73.2086,91.51,56,3,9.86,IN,1689210397
490,jayapura,-2.5333,140.7,88.99,74,65,8.03,ID,1689210349
491,iraucuba,-3.7461,-39.7833,73.45,79,0,5.35,BR,1689210398
492,pandan,14.0453,124.1694,83.84,76,100,12.48,PH,1689210398
493,le port,-20.9373,55.2919,69.8,86,6,3.04,RE,1689210399
494,port isabel,26.0734,-97.2086,87.89,76,40,16.11,US,1689210399
495,independence,39.0911,-94.4155,91.49,54,100,5.75,US,1689210400
496,maceio,-9.6658,-35.7353,71.04,94,20,2.3,BR,1689210400
497,betio village,1.358,172.9211,86.04,78,64,11.74,KI,1689210400
498,fort st. john,56.2499,-120.8529,80.49,39,75,6.91,CA,1689210400
499,butwal,27.7006,83.4484,79.54,90,98,2.89,NP,1689210400
500,padang,-0.9492,100.3543,75.25,84,40,2.1,ID,1689210130
501,toamasina,-18.1667,49.3833,66.2,88,75,16.11,MG,1689210137
502,lewiston orchards,46.3804,-116.9754,92.5,22,0,11.5,US,1689210401
503,north battleford,52.7834,-108.2847,70.41,39,26,12.08,CA,1689210401
504,buchanan,5.8808,-10.0467,76.24,90,100,6.78,LR,1689210401
505,lata,40.1629,-8.3327,56.39,93,69,2.39,PT,1689210401
506,merizo village,13.2658,144.6691,85.98,88,100,9.42,GU,1689210401
507,severnoye,56.3491,78.3619,73.13,67,76,7.11,RU,1689210402
508,kondratovo,57.9804,56.1066,59.29,82,75,11.18,RU,1689210402
509,talcher,20.95,85.2167,82.0,81,100,0.6,IN,1689210402
510,kanniyakumari,8.0833,77.5667,78.96,83,100,18.23,IN,1689210402
511,marivan,35.5219,46.176,71.38,42,0,7.78,IR,1689210402
512,fonte boa,-2.4959,-66.2662,78.4,77,82,2.57,BR,1689210403
513,sinjar,36.3209,41.8754,82.38,17,0,9.19,IQ,1689210403
514,kaspiyskiy,45.3929,47.3707,68.25,70,100,11.3,RU,1689210403
515,sorong,-0.8833,131.25,82.13,78,22,5.99,ID,1689210403
516,chita,52.0333,113.55,69.69,56,0,6.71,RU,1689210403
517,hue,16.4667,107.6,87.91,66,0,4.61,VN,1689210403
518,demidov,55.2706,31.515,48.04,83,8,5.59,RU,1689210404
519,kaoma,-14.7833,24.8,48.31,75,0,7.11,ZM,1689210404
520,kathu,7.9178,98.3332,83.7,99,21,8.93,TH,1689210404
521,laguna,38.421,-121.4238,99.54,30,0,10.36,US,1689210404
522,new plymouth,-39.0667,174.0833,56.55,92,90,19.89,NZ,1689210405
523,korla,41.7597,86.1469,79.77,36,0,2.51,CN,1689210405
524,fortuna,40.5982,-124.1573,61.72,82,20,12.66,US,1689210405
525,pauini,-7.7136,-66.9764,81.63,62,93,2.13,BR,1689210405
526,bel ombre,-4.6167,55.4167,77.65,80,83,19.51,SC,1689210405
527,iskushuban,10.2837,50.23,85.46,38,6,22.77,SO,1689210405
528,balkanabat,39.5108,54.3671,84.43,36,1,3.04,TM,1689210406
529,ust'-ilimsk,58.0006,102.6619,66.81,43,2,6.44,RU,1689210406
530,phongsali,21.6833,102.1058,66.31,88,38,1.45,LA,1689210406
531,mariehamn,60.0973,19.9348,64.26,82,100,11.5,AX,1689210406
532,basco,20.4487,121.9702,84.72,79,98,17.92,PH,1689210406
533,axim,4.8699,-2.2405,75.6,91,100,7.63,GH,1689210407
534,ixtapa,20.7,-105.2,89.22,70,100,9.22,MX,1689210407
535,lushun,38.8,121.2667,73.62,99,100,14.72,CN,1689210407
536,mikhaylov,54.2292,39.0186,50.58,79,100,8.25,RU,1689210407
537,bardai,11.65,7.2333,74.05,82,41,7.54,NG,1689210407
538,udaipur,24.5712,73.6918,77.65,87,100,7.81,IN,1689210407
539,kaga bandoro,6.9896,19.1874,71.55,94,100,2.37,CF,1689210408
540,turochak,52.2576,87.1224,67.8,89,11,2.44,RU,1689210408
541,achikulak,44.5517,44.8378,65.5,73,46,6.82,RU,1689210408
542,shitanjing,39.2342,106.3439,69.46,42,99,10.42,CN,1689210408
543,tateyama,34.9833,139.8667,78.73,85,100,22.08,JP,1689210408
544,vuktyl,63.8567,57.3094,56.35,71,20,10.92,RU,1689210408
545,illizi,26.4833,8.4667,82.72,16,0,8.88,DZ,1689210408
546,agadez,19.75,10.25,88.12,13,100,9.98,NE,1689210409
547,katsuren-haebaru,26.3369,127.8719,89.62,70,23,12.26,JP,1689210409
548,plettenberg bay,-34.0527,23.3716,53.19,66,0,3.27,ZA,1689210409
549,belalcazar,2.6547,-75.9928,58.89,97,77,2.13,CO,1689210409
550,la ronge,55.1001,-105.2842,70.2,38,90,8.7,CA,1689210409
551,fuerte olimpo,-21.0415,-57.8738,79.72,57,36,11.83,PY,1689210409
552,djibouti,11.5,42.5,87.13,40,66,1.45,DJ,1689210143
553,caleta de carquin,-11.0925,-77.6267,67.96,84,34,12.64,PE,1689210410
554,sechura,-5.5569,-80.8222,72.97,73,6,18.61,PE,1689210410
555,upington,-28.4478,21.2561,48.49,38,0,7.07,ZA,1689210410
556,luanda,-8.8368,13.2343,68.0,88,75,0.0,AO,1689210410
557,cam ranh,11.9214,109.1591,87.76,66,0,1.14,VN,1689210410
558,el charco,2.4769,-78.1105,79.14,88,100,3.98,CO,1689210410
559,greenville,35.6127,-77.3663,82.44,83,0,0.0,US,1689209868
560,tual,-5.6667,132.75,79.2,87,100,21.97,ID,1689210411
561,aktau,43.65,51.2,64.98,65,0,9.71,KZ,1689210411
562,havre,49.5833,0.3333,60.57,88,100,16.11,FR,1689210411
563,zadar,44.1197,15.2422,75.81,53,0,5.75,HR,1689210411
564,madera,37.1666,-119.8343,99.23,14,0,8.93,US,1689210411
565,bambanglipuro,-7.95,110.2833,76.91,78,83,3.49,ID,1689210411
566,santa maria,-29.6842,-53.8069,59.41,94,100,17.54,BR,1689210412
567,gaiman,-43.2897,-65.4929,40.57,78,11,6.2,AR,1689210412
568,darwin,-12.4611,130.8418,81.9,50,0,16.11,AU,1689210412
569,newman,37.3138,-121.0208,102.54,10,0,9.22,US,1689210412
570,vurnary,55.4904,46.9648,45.32,96,90,7.45,RU,1689210412
571,sesheke,-17.4759,24.2968,46.33,67,0,6.24,ZM,1689210412
572,charters towers,-20.1,146.2667,72.27,45,0,13.13,AU,1689210413
573,ketchikan,55.3422,-131.6461,70.27,46,0,6.91,US,1689210413
